Gene stable ID	Anopheles gambiae Ensembl Gene ID	Anopheles gambiae % Identity
AALB010450	AGAP010812	51
AALB010451		
AALB009863	AGAP010924	81
AALB009862	AGAP010925	62
AALB010461	AGAP011336	82
AALB010455	AGAP009404	18
AALB010458	AGAP010816	39
AALB010460	AGAP011337	62
AALB010464	AGAP011334	65
AALB010469	AGAP011100	65
AALB010474		
AALB010475		
AALB010479		
AALB010483	AGAP012145	98
AALB010484	AGAP012146	88
AALB010486	AGAP012152	63
AALB010488	AGAP012156	87
AALB010478	AGAP011110	84
AALB010485	AGAP012148	96
AALB010487	AGAP012154	80
AALB010489	AGAP012158	15
AALB010490		
AALB010492	AGAP012328	64
AALB010493	AGAP011789	48
AALB010494		
AALB010499	AGAP012321	92
AALB010497	AGAP012325	72
AALB010498	AGAP012322	80
AALB010502	AGAP012318	69
AALB010504	AGAP012316	30
AALB010507	AGAP012314	67
AALB009870	AGAP010918	67
AALB010501	AGAP012319	64
AALB010505	AGAP012315	34
AALB010506	AGAP012313	63
AALB009872	AGAP010623	28
AALB009873	AGAP010624	99
AALB009874	AGAP012861	51
AALB009874	AGAP010625	52
AALB009876	AGAP012780	91
AALB009876	AGAP010626	79
AALB010510	AGAP011782	37
AALB010516	AGAP011797	84
AALB010518	AGAP011799	85
AALB010522	AGAP011803	76
AALB010524	AGAP010835	87
AALB010527	AGAP010675	42
AALB010509	AGAP011780	81
AALB010515	AGAP011796	83
AALB010517	AGAP011798	88
AALB010523	AGAP010834	86
AALB010525	AGAP010836	70
AALB010529	AGAP010676	48
AALB010530		
AALB010536	AGAP011789	53
AALB010534	AGAP011274	94
AALB010535	AGAP011272	74
AALB010535	AGAP011273	91
AALB010539	AGAP004855	52
AALB010544	AGAP010714	89
AALB010549	AGAP010719	84
AALB010540	AGAP010675	37
AALB010541		
AALB010543	AGAP010711	85
AALB010545	AGAP010715	69
AALB010550	AGAP010721	80
AALB010556	AGAP010806	77
AALB010557	AGAP010805	74
AALB010561	AGAP011196	76
AALB010559	AGAP010801	95
AALB010560	AGAP011195	44
AALB010562	AGAP011195	40
AALB010565	AGAP011198	82
AALB010568	AGAP011203	86
AALB010577	AGAP011215	64
AALB010572	AGAP011207	88
AALB010574	AGAP011210	75
AALB010581	AGAP011217	58
AALB010584		
AALB010585	AGAP011220	52
AALB010582	AGAP011218	88
AALB010583	AGAP011219	63
AALB009879	AGAP010632	74
AALB009879	AGAP010633	65
AALB009881	AGAP010640	84
AALB010588	AGAP011227	82
AALB010590	AGAP011240	50
AALB010590	AGAP011241	68
AALB010594	AGAP011052	57
AALB010597	AGAP011050	89
AALB010599		
AALB010602	AGAP011047	73
AALB010603	AGAP012910	96
AALB010603	AGAP011045	73
AALB010591	AGAP011242	77
AALB010595	AGAP011051	84
AALB010596	AGAP000253	81
AALB010600		
AALB010601	AGAP011046	80
AALB010608	AGAP012503	76
AALB010608	AGAP011041	79
AALB010610	AGAP012179	64
AALB009779	AGAP012044	76
AALB009781		
AALB010628	AGAP010848	70
AALB010630	AGAP010849	55
AALB010631	AGAP010850	62
AALB010627	AGAP012384	19
AALB010632	AGAP010851	75
AALB010633	AGAP010852	81
AALB010634	AGAP010854	79
AALB010635	AGAP010861	53
AALB010635	AGAP010860	52
AALB010635	AGAP010859	0
AALB010635	AGAP010858	59
AALB010635	AGAP010857	87
AALB010639		
AALB010640		
AALB010642	AGAP010866	79
AALB009882		
AALB009784		
AALB009885	AGAP010643	85
AALB009886	AGAP011093	44
AALB009889	AGAP011089	66
AALB009889	AGAP011090	42
AALB009889	AGAP011088	66
AALB010643	AGAP010867	93
AALB010650		
AALB010645	AGAP010871	63
AALB010648	AGAP012788	89
AALB010648	AGAP010873	91
AALB010649	AGAP011395	79
AALB009776	AGAP012038	81
AALB010652	AGAP011389	53
AALB010652	AGAP011390	82
AALB010652	AGAP011391	82
AALB010653	AGAP010930	44
AALB010651	AGAP011393	88
AALB010658	AGAP011989	56
AALB010659	AGAP011992	66
AALB009782	AGAP010837	64
AALB010661	AGAP011993	70
AALB010667	AGAP012048	97
AALB009785	AGAP010672	91
AALB010669	AGAP011746	21
AALB010668	AGAP011745	90
AALB010670	AGAP011748	87
AALB010670	AGAP011747	83
AALB010671	AGAP011749	89
AALB010676	AGAP011754	82
AALB010678	AGAP011192	66
AALB010679	AGAP011194	81
AALB010680	AGAP010800	59
AALB010683	AGAP010798	57
AALB010685		
AALB010681	AGAP010799	62
AALB010684		
AALB010692	AGAP010793	86
AALB010694	AGAP010791	87
AALB010689	AGAP010794	78
AALB010691	AGAP004753	47
AALB010698	AGAP010786	64
AALB010696		
AALB010699	AGAP010785	63
AALB010700	AGAP010784	77
AALB010701	AGAP010783	55
AALB010708	AGAP010776	87
AALB010709	AGAP011791	34
AALB010710	AGAP010770	84
AALB010720	AGAP010756	62
AALB010724	AGAP010677	80
AALB010717	AGAP010764	75
AALB010721	AGAP010755	99
AALB010725	AGAP010678	65
AALB009893	AGAP011084	79
AALB009897	AGAP011081	94
AALB009899	AGAP011078	64
AALB009902		
AALB009892	AGAP011085	45
AALB010730	AGAP010687	83
AALB010727	AGAP010681	90
AALB009898	AGAP011079	89
AALB009900	AGAP011077	98
AALB010734	AGAP010657	87
AALB010733	AGAP010620	19
AALB010733	AGAP010015	20
AALB010733	AGAP012671	20
AALB010733	AGAP010659	14
AALB010733	AGAP012470	22
AALB010733	AGAP012491	22
AALB010733	AGAP010663	18
AALB010733	AGAP010615	23
AALB010733	AGAP012473	22
AALB010733	AGAP012492	20
AALB010733	AGAP010618	16
AALB010733	AGAP012670	24
AALB010733	AGAP010619	19
AALB010733	AGAP010617	18
AALB010733	AGAP012692	21
AALB010733	AGAP010614	24
AALB010733	AGAP012566	18
AALB010733	AGAP010661	23
AALB010733	AGAP012472	9
AALB010736	AGAP010655	70
AALB010737	AGAP010653	81
AALB010740	AGAP010646	82
AALB010740	AGAP012576	83
AALB010735	AGAP010656	92
AALB010739	AGAP010648	69
AALB010741	AGAP012577	87
AALB010741	AGAP012900	92
AALB010748		
AALB010750	AGAP011099	87
AALB010754	AGAP011104	64
AALB010758	AGAP002390	14
AALB010752	AGAP011101	60
AALB010753	AGAP011103	63
AALB010763	AGAP011126	89
AALB010759	AGAP012913	87
AALB010759	AGAP012141	83
AALB010760	AGAP012140	90
AALB009903		
AALB009905		
AALB009908		
AALB009904	AGAP012171	92
AALB009906	AGAP012175	81
AALB010770	AGAP011130	89
AALB010772	AGAP011131	92
AALB010773	AGAP011133	86
AALB010771		
AALB010774	AGAP011134	32
AALB010777	AGAP011135	83
AALB010779	AGAP011137	77
AALB010781		
AALB010785	AGAP011141	80
AALB010788	AGAP012933	82
AALB010788	AGAP012208	81
AALB010783	AGAP011139	88
AALB010784	AGAP011140	81
AALB010786	AGAP012203	84
AALB010789	AGAP012209	70
AALB010791	AGAP012211	88
AALB010794	AGAP012218	73
AALB010803		
AALB010805	AGAP012159	63
AALB010802		
AALB010804	AGAP012330	78
AALB010806	AGAP012160	68
AALB010808	AGAP012163	85
AALB010809	AGAP002443	14
AALB010811	AGAP012166	85
AALB010812	AGAP012167	95
AALB010810	AGAP012165	75
AALB010817	AGAP011065	85
AALB010817	AGAP011067	83
AALB010820	AGAP011765	69
AALB010822	AGAP011767	90
AALB010813	AGAP012168	97
AALB010815	AGAP012664	94
AALB010815	AGAP011069	94
AALB010823	AGAP011768	86
AALB010825	AGAP011769	68
AALB010827	AGAP011771	75
AALB010830	AGAP011776	52
AALB010833	AGAP011778	60
AALB010835	AGAP012312	69
AALB010835	AGAP012311	58
AALB010838	AGAP011810	72
AALB010843	AGAP011254	98
AALB010846	AGAP010821	53
AALB010844	AGAP010817	54
AALB010849	AGAP010824	61
AALB010851	AGAP010826	46
AALB010851	AGAP010827	52
AALB010851	AGAP010829	42
AALB010851	AGAP010828	39
AALB010855	AGAP011804	78
AALB010859	AGAP011806	79
AALB010859	AGAP011807	74
AALB010861		
AALB010862	AGAP011575	65
AALB009788	AGAP011703	47
AALB009791	AGAP011701	92
AALB009790	AGAP011702	67
AALB009917	AGAP011031	67
AALB009920	AGAP011029	67
AALB009920	AGAP011028	67
AALB009921	AGAP011027	58
AALB009930	AGAP010987	71
AALB009930	AGAP010986	75
AALB009932	AGAP012880	93
AALB009932	AGAP010984	95
AALB009936	AGAP011967	97
AALB009938	AGAP011969	77
AALB009940	AGAP011971	58
AALB009929		
AALB009931		
AALB009933	AGAP010983	87
AALB009941	AGAP028030	76
AALB009942	AGAP028193	54
AALB009942	AGAP011976	56
AALB009943	AGAP028130	84
AALB009949		
AALB009950		
AALB009953	AGAP010514	86
AALB009956	AGAP012231	65
AALB009961	AGAP012225	87
AALB009957	AGAP012230	82
AALB009959	AGAP012227	77
AALB009960	AGAP012226	86
AALB009962	AGAP012223	67
AALB009968	AGAP012336	78
AALB009970	AGAP012340	35
AALB009970	AGAP000628	35
AALB009970	AGAP013360	38
AALB009969	AGAP012338	32
AALB009969	AGAP012337	67
AALB009973	AGAP012343	84
AALB009974	AGAP012344	83
AALB009975	AGAP012345	59
AALB009981	AGAP012257	85
AALB009982	AGAP012258	88
AALB009976	AGAP012346	57
AALB009977	AGAP012348	92
AALB009977	AGAP012347	56
AALB009977	AGAP012729	70
AALB009978	AGAP012350	94
AALB009978	AGAP012351	67
AALB009980	AGAP012353	95
AALB009986	AGAP012265	79
AALB009990	AGAP011413	86
AALB009993	AGAP012111	91
AALB009998	AGAP012083	97
AALB009998	AGAP012080	97
AALB010000	AGAP012079	75
AALB009802	AGAP011441	87
AALB009803	AGAP011442	84
AALB009805	AGAP011444	87
AALB009805	AGAP012608	87
AALB009807	AGAP011448	91
AALB009794	AGAP011698	67
AALB009794	AGAP011696	87
AALB009798	AGAP011693	45
AALB010005	AGAP012089	78
AALB010007	AGAP012090	86
AALB010008	AGAP011329	89
AALB010009	AGAP012093	63
AALB010010	AGAP012095	99
AALB010004	AGAP004739	85
AALB010006	AGAP012887	62
AALB010006	AGAP012088	64
AALB010013	AGAP012098	27
AALB010013	AGAP012099	58
AALB010014	AGAP012100	97
AALB010015	AGAP012101	62
AALB010024	AGAP011522	57
AALB010028	AGAP011518	83
AALB010025	AGAP011521	70
AALB010030	AGAP011513	93
AALB010033	AGAP011512	82
AALB010034	AGAP011511	94
AALB010038	AGAP011508	65
AALB010040	AGAP011507	58
AALB010041	AGAP011506	75
AALB010043	AGAP011504	93
AALB010042	AGAP011505	87
AALB009813	AGAP011453	73
AALB009806	AGAP011446	75
AALB009811	AGAP011452	91
AALB010047	AGAP011498	4
AALB010047	AGAP011499	0
AALB010047	AGAP011500	89
AALB010048	AGAP011498	88
AALB010048	AGAP011499	74
AALB010048	AGAP011500	1
AALB010052	AGAP011491	80
AALB010054	AGAP011723	90
AALB010051	AGAP011493	88
AALB010056	AGAP011722	51
AALB010058	AGAP011721	62
AALB010062	AGAP011718	76
AALB010066	AGAP012287	92
AALB010068	AGAP012283	84
AALB010070	AGAP012281	94
AALB010072	AGAP012279	82
AALB010067	AGAP012284	95
AALB010067	AGAP012879	95
AALB010069	AGAP012282	48
AALB010076	AGAP012273	56
AALB010078	AGAP012289	61
AALB010082	AGAP012296	75
AALB010079	AGAP012290	59
AALB010083	AGAP012297	72
AALB010085	AGAP012299	37
AALB010086	AGAP012301	73
AALB010091	AGAP012304	97
AALB010092	AGAP012305	94
AALB010093	AGAP012306	77
AALB010088	AGAP012302	95
AALB010094	AGAP012307	87
AALB010094	AGAP012813	88
AALB010098	AGAP011572	84
AALB010097	AGAP011573	53
AALB010099	AGAP011571	53
AALB010103	AGAP011568	70
AALB010107	AGAP011563	90
AALB010108	AGAP011562	90
AALB010109	AGAP011560	76
AALB009815	AGAP011455	78
AALB009817	AGAP011458	57
AALB009814	AGAP011454	49
AALB009816		
AALB010115	AGAP011551	75
AALB010116	AGAP012010	78
AALB010117	AGAP012009	87
AALB010121		
AALB010122	AGAP012006	41
AALB010123	AGAP012004	70
AALB010125	AGAP012003	70
AALB010127		
AALB010128	AGAP012050	89
AALB010124	AGAP012005	90
AALB010126	AGAP012002	82
AALB010131		
AALB010130		
AALB010136	AGAP012058	100
AALB010135	AGAP012057	86
AALB010141	AGAP012064	56
AALB010144	AGAP012068	78
AALB010145	AGAP012070	91
AALB010146	AGAP012072	90
AALB010146	AGAP012071	90
AALB010151	AGAP011525	0
AALB010151	AGAP011529	0
AALB010151	AGAP011528	0
AALB010151	AGAP011526	0
AALB010151	AGAP011527	80
AALB010152	AGAP011525	0
AALB010152	AGAP011529	7
AALB010152	AGAP011528	64
AALB010152	AGAP011526	4
AALB010152	AGAP011527	0
AALB009826	AGAP013136	54
AALB009825	AGAP011328	84
AALB010153	AGAP012065	0
AALB010156	AGAP010750	97
AALB010155	AGAP011531	83
AALB010155	AGAP012845	87
AALB010155	AGAP012893	85
AALB010154	AGAP011530	84
AALB010164	AGAP010736	58
AALB010163	AGAP010738	82
AALB010169	AGAP010908	60
AALB010169	AGAP010904	59
AALB010169	AGAP010905	66
AALB010169	AGAP010903	59
AALB010169	AGAP010906	66
AALB010169	AGAP010907	66
AALB010170		
AALB010171	AGAP010909	87
AALB010173	AGAP010622	75
AALB010165	AGAP010737	59
AALB010178	AGAP012253	70
AALB010184	AGAP010594	83
AALB010180		
AALB010183	AGAP012251	92
AALB010186	AGAP012248	88
AALB010185	AGAP012249	81
AALB010190	AGAP012244	92
AALB010191	AGAP012241	90
AALB010192	AGAP012240	86
AALB010201	AGAP012235	89
AALB010203	AGAP010518	61
AALB009830	AGAP010733	75
AALB009835	AGAP010725	80
AALB009831	AGAP010730	25
AALB009831	AGAP010968	36
AALB009831	AGAP010731	36
AALB010206	AGAP010530	44
AALB010210	AGAP010539	74
AALB010208	AGAP010536	70
AALB010215	AGAP010543	85
AALB010214	AGAP010542	47
AALB010216	AGAP010544	83
AALB010219	AGAP010548	38
AALB010224	AGAP010550	68
AALB010228	AGAP010554	18
AALB010229	AGAP010555	82
AALB010231	AGAP010556	80
AALB010233	AGAP010571	51
AALB010226	AGAP010553	81
AALB010227		
AALB010230	AGAP010557	90
AALB010235	AGAP010568	83
AALB010237	AGAP010566	89
AALB010243	AGAP010558	90
AALB010246	AGAP012012	52
AALB010239	AGAP010563	86
AALB010241	AGAP010561	80
AALB010241	AGAP010560	96
AALB010241	AGAP010562	77
AALB010242	AGAP010559	89
AALB010244	AGAP012014	100
AALB010245	AGAP012013	48
AALB010249	AGAP011824	95
AALB010250	AGAP011822	79
AALB010252	AGAP011820	96
AALB010248	AGAP011823	81
AALB010260	AGAP011817	61
AALB010262	AGAP011815	52
AALB010263	AGAP011814	77
AALB010269	AGAP011812	83
AALB010271	AGAP010706	70
AALB010275	AGAP011061	86
AALB010276	AGAP011062	83
AALB009840	AGAP010489	73
AALB009841	AGAP010490	86
AALB009843	AGAP010493	79
AALB009845	AGAP010496	95
AALB009846	AGAP010497	70
AALB009847	AGAP010499	91
AALB009849	AGAP011170	55
AALB009844	AGAP010494	93
AALB009850	AGAP010502	30
AALB010284	AGAP011851	78
AALB010287	AGAP011852	75
AALB010288	AGAP011858	62
AALB010291	AGAP011640	28
AALB010292	AGAP011641	71
AALB010297	AGAP011648	39
AALB010300	AGAP011654	76
AALB010298	AGAP011650	68
AALB010301	AGAP011655	18
AALB010302	AGAP011659	29
AALB010305	AGAP000427	58
AALB010308		
AALB009856	AGAP000813	50
AALB010313	AGAP011675	53
AALB010315	AGAP011678	93
AALB010318	AGAP011682	21
AALB010320	AGAP011681	1
AALB010309	AGAP011670	76
AALB010314	AGAP011676	92
AALB009851	AGAP010503	31
AALB010323	AGAP011685	68
AALB010326	AGAP011689	84
AALB010324	AGAP011686	67
AALB010325	AGAP011688	57
AALB010327	AGAP011690	90
AALB010335	AGAP011426	83
AALB010336	AGAP011425	87
AALB010338	AGAP011423	95
AALB010350	AGAP011058	39
AALB010352	AGAP011055	69
AALB010349	AGAP012271	87
AALB010354	AGAP011053	79
AALB010362	AGAP011706	81
AALB010364	AGAP011757	62
AALB010356	AGAP011247	99
AALB010363	AGAP011705	80
AALB010366	AGAP011758	40
AALB010369	AGAP011848	91
AALB010372	AGAP011843	56
AALB010375	AGAP011840	86
AALB010376	AGAP011839	90
AALB010380	AGAP010931	47
AALB010380	AGAP011235	23
AALB010380	AGAP011237	43
AALB010380	AGAP011270	48
AALB010380	AGAP009449	44
AALB010380	AGAP011238	43
AALB010380	AGAP011233	32
AALB010380	AGAP012638	48
AALB010380	AGAP000216	29
AALB010380	AGAP011267	42
AALB010380	AGAP011257	41
AALB010380	AGAP011232	43
AALB010380	AGAP011234	34
AALB010380	AGAP011236	38
AALB010380	AGAP005253	34
AALB010380	AGAP009448	37
AALB010380	AGAP011835	54
AALB010383	AGAP011830	90
AALB010384	AGAP011829	90
AALB010371	AGAP011846	78
AALB010373	AGAP011842	86
AALB010378	AGAP011836	91
AALB010381	AGAP011834	82
AALB009765	AGAP028174	25
AALB009764	AGAP028148	49
AALB009767	AGAP028133	76
AALB009772	AGAP028091	32
AALB009774	AGAP012033	82
AALB010389	AGAP010579	39
AALB010389	AGAP010577	74
AALB010389	AGAP010578	63
AALB010388	AGAP010576	62
AALB010392		
AALB009857	AGAP010507	42
AALB010406		
AALB010415	AGAP010611	61
AALB010420		
AALB010421	AGAP012354	36
AALB010428		
AALB010431	AGAP011960	81
AALB010436	AGAP010981	27
AALB010432	AGAP011961	82
AALB010443	AGAP010807	69
AALB010444	AGAP010808	65
AALB010449		
AALB010453		
AALB010457	AGAP010832	39
AALB010459	AGAP010831	43
AALB010462	AGAP012308	66
AALB010466		
AALB010468	AGAP011114	75
AALB010465	AGAP011116	94
AALB010470		
AALB010471	AGAP011113	33
AALB010481	AGAP012142	89
AALB010480	AGAP011982	64
AALB010480	AGAP008714	63
AALB010496		
AALB009871	AGAP010917	71
AALB010512		
AALB010511	AGAP011790	33
AALB010514	AGAP011795	45
AALB010513	AGAP011793	54
AALB010513	AGAP011792	53
AALB010513	AGAP011794	70
AALB010521	AGAP011802	92
AALB010519	AGAP011800	93
AALB010531	AGAP013366	25
AALB010533	AGAP011275	53
AALB010555	AGAP010732	17
AALB010558		
AALB010551	AGAP011181	18
AALB010553	AGAP011181	16
AALB010552	AGAP012820	9
AALB010564	AGAP011204	59
AALB010566	AGAP011199	85
AALB010567	AGAP011201	39
AALB010567	AGAP011200	82
AALB010573	AGAP011208	97
AALB010576	AGAP011214	74
AALB010578		
AALB010579	AGAP011216	33
AALB010580	AGAP011216	24
AALB010586		
AALB010587		
AALB009877		
AALB010589	AGAP011229	86
AALB010605		
AALB010593	AGAP011244	87
AALB010607	AGAP011042	58
AALB010611		
AALB010616	AGAP012186	84
AALB010617	AGAP012189	76
AALB010622	AGAP010843	79
AALB010625	AGAP011480	19
AALB010629	AGAP010845	7
AALB010623	AGAP012180	79
AALB010638		
AALB010641	AGAP010865	83
AALB010647	AGAP010872	81
AALB009883	AGAP010641	53
AALB010654		
AALB010657	AGAP011988	53
AALB010660		
AALB010664		
AALB010677	AGAP011192	0
AALB009777	AGAP012040	46
AALB009777	AGAP012041	52
AALB010690	AGAP004751	58
AALB010697	AGAP010788	39
AALB010695	AGAP010790	81
AALB010705		
AALB010704	AGAP010781	25
AALB010706	AGAP010778	87
AALB010712	AGAP028159	49
AALB010712	AGAP028040	32
AALB010713		
AALB010714	AGAP010767	21
AALB010715		
AALB010718	AGAP010758	46
AALB010719	AGAP010757	71
AALB010723	AGAP010754	62
AALB010722		
AALB009783	AGAP010673	31
AALB010728		
AALB010729	AGAP010686	28
AALB010732		
AALB009895	AGAP011082	23
AALB009896	AGAP011082	35
AALB010742	AGAP010644	82
AALB009786	AGAP011704	76
AALB010744	AGAP011094	64
AALB009775	AGAP028167	31
AALB009775	AGAP012843	42
AALB009775	AGAP028007	26
AALB009775	AGAP012034	31
AALB010745	AGAP011094	0
AALB010746	AGAP011094	65
AALB010749	AGAP011097	80
AALB010751	AGAP008368	11
AALB010756	AGAP011106	38
AALB010757	AGAP011107	83
AALB010761	AGAP012139	94
AALB010765	AGAP011128	40
AALB010766	AGAP011128	46
AALB009907	AGAP012176	50
AALB010768	AGAP011787	22
AALB010767	AGAP011788	17
AALB010776		
AALB010798	AGAP012333	67
AALB010793	AGAP012216	82
AALB010793	AGAP012217	82
AALB010792	AGAP012214	34
AALB010792	AGAP012215	77
AALB010792	AGAP012213	28
AALB010795		
AALB010807	AGAP012161	91
AALB010814	AGAP012169	94
AALB010814	AGAP012170	78
AALB010818	AGAP011759	39
AALB010819	AGAP011762	64
AALB010821	AGAP011766	80
AALB009911	AGAP011037	45
AALB009910	AGAP011036	75
AALB010831	AGAP011777	83
AALB010832	AGAP011778	20
AALB010826	AGAP011770	91
AALB010828	AGAP011772	44
AALB010841	AGAP011255	82
AALB010847	AGAP010823	67
AALB010847	AGAP012693	66
AALB010850	AGAP010825	36
AALB010852	AGAP010826	46
AALB010852	AGAP010827	56
AALB010852	AGAP010829	41
AALB010852	AGAP010828	40
AALB010853	AGAP010833	48
AALB010856	AGAP005123	65
AALB009789		
AALB009918		
AALB009792	AGAP011700	73
AALB009793		
AALB009922	AGAP011026	67
AALB009925	AGAP010998	20
AALB009925	AGAP010992	20
AALB009925	AGAP010993	12
AALB009925	AGAP011002	19
AALB009925	AGAP010996	20
AALB009925	AGAP011001	19
AALB009925	AGAP011005	18
AALB009925	AGAP011004	18
AALB009925	AGAP010994	19
AALB009925	AGAP010997	11
AALB009925	AGAP011003	19
AALB009925	AGAP010999	22
AALB009925	AGAP010995	20
AALB009925	AGAP011000	19
AALB009926	AGAP010991	51
AALB009927	AGAP010990	80
AALB009927	AGAP010985	24
AALB009935	AGAP011965	73
AALB009937	AGAP011968	87
AALB009946	AGAP011984	87
AALB009955	AGAP012232	45
AALB009955	AGAP012233	71
AALB009951	AGAP010513	54
AALB009966	AGAP012220	46
AALB009964		
AALB009979		
AALB009983	AGAP012259	34
AALB009985	AGAP012266	85
AALB009985	AGAP012264	85
AALB009984	AGAP012261	86
AALB009988	AGAP011414	97
AALB009991	AGAP028159	44
AALB009991	AGAP028040	29
AALB009992	AGAP028159	46
AALB009992	AGAP028040	31
AALB009994	AGAP012112	59
AALB009995	AGAP012686	34
AALB009995	AGAP012110	17
AALB010002	AGAP012085	57
AALB009796		
AALB009799	AGAP011438	67
AALB010011	AGAP012096	84
AALB010012	AGAP012097	91
AALB009797	AGAP011695	56
AALB010018	AGAP012105	77
AALB010016	AGAP012103	88
AALB010022	AGAP012077	77
AALB010021		
AALB010026	AGAP011520	36
AALB010032	AGAP004781	57
AALB010037	AGAP004781	61
AALB010044		
AALB010045	AGAP011502	74
AALB009808		
AALB009812		
AALB010049	AGAP011497	69
AALB010057		
AALB010059	AGAP011720	27
AALB010060	AGAP011720	34
AALB010061		
AALB010064	AGAP011716	89
AALB010063	AGAP011717	90
AALB010071	AGAP012280	90
AALB010074		
AALB010080	AGAP012850	67
AALB010080	AGAP012294	64
AALB010080	AGAP012295	64
AALB010081		
AALB010090		
AALB010096	AGAP011808	61
AALB010100	AGAP011570	85
AALB010102	AGAP011569	44
AALB010106	AGAP011564	64
AALB009819	AGAP011460	70
AALB009821	AGAP011462	91
AALB009822		
AALB010111		
AALB010112		
AALB010114	AGAP011552	68
AALB010113	AGAP011553	75
AALB010119	AGAP012007	48
AALB010132	AGAP012053	86
AALB010133	AGAP012054	91
AALB010134	AGAP012056	99
AALB010138		
AALB010139	AGAP012060	91
AALB010139	AGAP012061	79
AALB010140	AGAP012063	47
AALB010147	AGAP011523	68
AALB010150	AGAP011525	94
AALB010150	AGAP011529	33
AALB010150	AGAP011528	24
AALB010150	AGAP011526	90
AALB010150	AGAP011527	4
AALB009827	AGAP010735	49
AALB010157	AGAP010746	60
AALB010157	AGAP012716	75
AALB010158	AGAP010744	69
AALB010159	AGAP010742	80
AALB010161	AGAP010740	66
AALB010162	AGAP010739	90
AALB010162	AGAP012678	94
AALB010166		
AALB010167	AGAP010902	44
AALB010168		
AALB010172	AGAP010910	87
AALB010175	AGAP010621	66
AALB010175	AGAP012626	2
AALB010175	AGAP012565	92
AALB010176	AGAP006881	37
AALB010193	AGAP012239	66
AALB010195		
AALB010197		
AALB010196	AGAP012237	65
AALB010187	AGAP012247	82
AALB010189	AGAP012245	64
AALB010202	AGAP010516	57
AALB010204	AGAP010519	94
AALB010198	AGAP012236	40
AALB010205	AGAP010520	64
AALB009833	AGAP010728	96
AALB009832		
AALB009834	AGAP010727	50
AALB010207	AGAP010534	67
AALB010211	AGAP010540	58
AALB010212	AGAP028167	16
AALB010212	AGAP012843	19
AALB010212	AGAP028007	13
AALB010212	AGAP012034	15
AALB010217	AGAP012022	49
AALB010217	AGAP012504	42
AALB010217	AGAP012021	44
AALB010217	AGAP028075	45
AALB010217	AGAP010547	61
AALB010217	AGAP010546	76
AALB010217	AGAP012020	47
AALB010217	AGAP027981	46
AALB010217	AGAP010545	43
AALB010220	AGAP012037	15
AALB010222		
AALB010221	AGAP010549	50
AALB010223	AGAP010551	79
AALB010232	AGAP010575	95
AALB010238	AGAP010564	98
AALB010240		
AALB010247	AGAP012019	79
AALB010251	AGAP011821	66
AALB010254		
AALB010253		
AALB010256	AGAP011819	77
AALB010259	AGAP011818	50
AALB010258		
AALB010265		
AALB010264	AGAP011813	49
AALB010270	AGAP011811	75
AALB010272		
AALB010274	AGAP010702	62
AALB010282	AGAP001246	24
AALB010283	AGAP001247	28
AALB010281	AGAP001248	18
